0	می‌اندیشم	اندیش|می|می|می|می	اندیشید	می + اندیش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م	V+O|N1+V+O+O+O|N1+V+O+O+V|N1+V+O+O+O|N1+V+O+O+V	فعل حال اخباری+اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد	
51	وقت	وقت|وقت	وقت	وقت|وقت	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
52	بیرون	بیرون	بیرون	بیرون	N1	اسم	
53	آمد	امد	آمد	امد	N1	اسم	
54	،	،	،	،	Si	علامت	
55	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
56	پس‌از	پس‌از	پس‌از	پس‌از	Pr1	حرف اضافه گروهی	
57	ادراک	ادراک	ادراک	ادراک	N1	اسم	
58	نهمت	نه	نهم	نه + م + ت	V+O	فعل مضارع ساده+اول شخص مفرد	
59	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
60	تصون	تصون	تصون	تصون	O	_
61	ذات	ذات	ذات	ذات	N1	اسم	
62	ابواب	ابواب	ابواب	ابواب	N1	اسم	
63	تیقظ	تیقظ	تیقظ	تیقظ	O	_
64	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
65	جای	جای|جا	جای	جای|جا + ی	N1|N1+O	اسم|اسم + ی	
66	آورد	آورد|آور	آورد	آورد|آور + د	V+O|V+O	فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
67	.	.	.	.	Si	علامت	

0	اگر	اگر	اگر	اگر	C0	حرف ربط	
1	اصحاب	صاحب	اصحاب	صاحب	O	اسم مفرد جمع مکسر	
2	خرد	خرد|خرد|خر	خرد	خرد|خرد|خر + د	N1|A0|V+O	اسم|صفت|فعل مضارع ساده+سوم شخص مفرد	
3	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
4	کیاست	کیاست	کیاست	کیاست	A0	صفت	
5	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
6	ذکا	ذکاء	ذکا	ذکاء	N1	اسم	
7	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
8	فطنت	فطنت	فطنت	فطنت	O	_
9	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
10	تجارب	تجربه	تجارب	تجربه	O	اسم مفرد جمع مکسر	
11	را	را	را	را	Po	حرف اضافه پسین	
12	نمودار	نمودار|نمود	نمودار	نمودار|نمود + ار	A0|O+O	صفت|ریشه ماضی + ار	
13	عزایم	عزا|عزا	عزایم	عزا + ی + م|عزا + ی + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
14	خویش	خویش|خو	خویش	خویش|خو + ی + ش	O|N1+O+O	ضمیر مشترک/متقابل|اسم + ی + ضمیر ملکی سوم شخص مفرد	
15	گردانند	گردان|گردان|گردان|گرد|گرد|گرد|گرد	گردانند	گردان + ند|گردان + ند|گردان + ند|گرد + ان + ند|گرد + ان + ند|گرد + ان + ند|گرد + ان + ند	V+O|N1+V|A0+V|V1+O+V|A0+O+V|N1+O+V|A0+O+V	فعل مضارع ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع|صفت + فعل سوم شخص جمع|بن مضارع + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع|اسم + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع	
16	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
17	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
18	تقدیم	تقدیم	تقدیم	تقدیم	N1	اسم	
19	مهمات	مهمات|مهم	مهمات	مهمات|مهم + ات	N1|A0+Pl	اسم|صفت + علامت جمع	
20	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
21	بشارت	بشارت|شار	بشارت	بشارت|ب + شار + ت	N1|O+N1+O	اسم|ب + اسم + ضمیر ملکی دوم شخص مفرد	
22	را	را	را	را	Po	حرف اضافه پسین	
23	امام	امام|امام	امام	امام|امام	N1|Sp	اسم|شاخص	
24	سازند	سازند|ساز|ساز	ساخت	سازند|ساز + ند|ساز + ند	N1|V+O|N1+V	اسم|فعل مضارع ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع	
25	فواتح	فواتح	فواتح	فواتح	O	_
26	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
27	خواتم	خو|خو	خواتم	خو + ات + م|خو + ات + م	N1+Pl+O|N1+Pl+V	اسم + علامت جمع + ضمیر ملکی اول شخص مفرد|اسم + علامت جمع + فعل اول شخص مفرد	
28	کارهای	کار	کار	کار + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
29	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی	
30	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
31	مزید	مزید	مزید	مزید	A0	صفت	
32	دوستکامی	دوستکامی	دوستکامی	دوستکامی	O	_
33	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
34	غبط	غبط	غبط	غبط	O	_
35	مقرون	مقرون|مقر|مقر	مقرون	مقرون|مقر + ون|مقر + ون	A0|N1+Pl|N1+Pl	صفت|اسم + علامت جمع|اسم + علامت جمع	
36	باشد	باش|اشد	بود	باش + د|ب + اشد	V+O|O+A0	فعل مضارع ساده+سوم شخص مفرد|ب + صفت	
37	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
38	سعادت	سعادت	سعادت	سعادت	N1	اسم	
39	عاجل	عاجل	عاجل	عاجل	A0	صفت	
40	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
41	آجل	اجل	آجل	اجل	N1	اسم	
42	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
43	روزگار	روزگار|روز	روزگار	روزگار|روز + گار	N1|N1+O	اسم|اسم + گار	
44	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی	
45	متصل	متصل	متصل	متصل	A0	صفت	
46	گردد	گرد	گشت	گرد + د	V+O	فعل مضارع ساده+سوم شخص مفرد	
47	،	،	،	،	Si	علامت	
48	والله	والله	والله	والله	Ad	قید	
49	ولی	ولی|ولی|ول|ول	ولی	ولی|ولی|ول + ی|ول + ی	C0|N1|A0+O|N1+O	حرف ربط|اسم|صفت + ی|اسم + ی	
50	التوفیق	التوفیق	التوفیق	التوفیق	O	_
51	.	.	.	.	Si	علامت	

0	آنکه	آن‌که|آن‌که|آنکه|آنکه	آنکه	آن‌که|آن‌که|آنکه|آنکه	Ad|N5|Ad|N5	قید|ضمیر فاعلی|قید|ضمیر فاعلی	
1	کشیشان	کشیش	کش	کشیش + ان	A0+O	صفت + ان	
2	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
3	رهبانان	رهبان|ره	رهبان	رهبان + ان|ره + بان + ان	N1+O|N1+O+O	اسم + ان|اسم + بان + ان	
4	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
5	ملکان	ملک|ملک|ملک	ملک	ملک + ان|ملک + ان|ملک + ان	A0+O|N1+O|N1+O	صفت + ان|اسم + ان|اسم + ان	
6	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
7	ریش‌سفیدان	ریش‌سفید	ریش‌سفید	ریش‌سفید + ان	A0+O	صفت + ان	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	کدخدایان	کدخدای|کدخدا	کدخدا	کدخدای + ان|کدخدا + ی + ان	N1+O|N1+O	اسم + ان|اسم + ان	
10	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
11	رعایای	رعایا	رعایا	رعایا + ی	N1+O	اسم + ی	
12	ارامنه	ارامنه	ارامنه	ارامنه	N1	اسم	
13	ساکنین	ساکن	ساکنین	ساکن + ین	A0+O	صفت + ین	
14	دارالسلطنه	دارالسلطنه	دارالسلطنه	دارالسلطنه	N1	اسم	
15	اصفهان	اصفهان	اصفهان	اصفهان	N2	اسم خاص مکان	
16	بعنایت	عنایت	بعنایت	ب + عنایت	O+N1	ب + اسم	
17	بی‌غایت	غایت	بی‌غایت	بی + غایت	O+N1	بی + اسم	
18	شاهانه	شاهانه|شاه|شا	شاهانه	شاهانه|شاه + انه|شا + ه + انه	A0|N1+O|V1+O+O	صفت|اسم + انه|بن مضارع + ه + انه	
19	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
20	شفقت	شفقت|شفق	شفقت	شفقت|شفق + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
21	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
22	مرحمت	مرحمت|مرحم	مرحمت	مرحمت|مرحم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
23	بینهایت	نهایت|بین|ین	بین	بی + نهایت|بین + ها + ی + ت|ب + ین + ها + ی + ت	O+N1|A0+Pl+O+O|O+N1+Pl+O+O	بی + اسم|صفت + علامت جمع + ی + ضمیر ملکی دوم شخص مفرد|ب + اسم + علامت جمع + ی + ضمیر ملکی دوم شخص مفرد	
24	پادشاهانه	پادشاه|شاهانه|شاه|شا	پادشاهانه	پادشاه + انه|پاد + شاهانه|پاد + شاه + انه|پاد + شا + ه + انه	N1+O|O+A0|O+N1+O|O+V1+O+O	اسم + انه|پاد + صفت|پاد + اسم + انه|پاد + بن مضارع + ه + انه	
25	مفتخر	مفتخر	مفتخر	مفتخر	A0	صفت	
26	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
27	سرافراز	سرافراز	سرافراز	سرافراز	A0	صفت	
28	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
29	مستظهر	مستظهر	مستظهر	مستظهر	A0	صفت	
30	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
31	امیدوار	امیدوار	امیدوار	امیدوار	A0	صفت	
32	بوده	بود|بود|بود|ود	بوده	بود + ه|بود + ه|بود + ه|ب + ود + ه	O+O|N1+O|V3+O|O+N1+O	ریشه ماضی + ه|اسم + ه|فعل اسنادی + ه|ب + اسم + ه	
33	بدانند	دان|بد	دانست	ب + دان + ند|بد + ان + ند	V+O|A0+O+V	فعل حال التزامی+سوم شخص جمع|صفت + ان + فعل سوم شخص جمع	
34	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
35	چون	چون|چون	چون	چون|چون	C0|Pr	حرف ربط|حرف اضافه	
36	میانه	میانه|میان|می|می	میانه	میانه|میان + ه|می + ان + ه|می + ان + ه	N1|N1+O|N1+O+O|N1+O+O	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه	
37	نواب	نواب	نواب	نواب	N3	اسم خاص اشخاص	
38	کامیاب	کامیاب	کامیاب	کامیاب	A0	صفت	
39	همایون	همایون|همای|هما	همایون	همایون|همای + ون|هما + ی + ون	A0|N1+Pl|N3+Pl	صفت|اسم + علامت جمع|اسم خاص اشخاص + علامت جمع	
40	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
41	حضرات	حضرات|حضر	حضرات	حضرات|حضر + ات	N1|N1+Pl	اسم|اسم + علامت جمع	
42	سلاطین	سلاطین	سلاطین	سلاطین	N1	اسم	
43	رفیع‌الشأن	رفیع الشان	رفیع‌الشأن	رفیع الشان	O	_
44	مسیحیه	مسیحی	مسیحیه	مسیحی + ه	N1+O	اسم + ه	
45	خصوصا	خصوصاً	خصوصا	خصوصاً	Ad	قید	
46	سلطنت	سلطنت	سلطنت	سلطنت	N1	اسم	
47	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
48	شوکت	شوکت|شوک|شو	شوکت	شوکت|شوک + ت|شو + ک + ت	N1|N1+O|N1+O+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ک + ضمیر ملکی دوم شخص مفرد	
49	پناهی	پناهی|پناه|پناه	پناهی	پناهی|پناه + ی|پناه + ی	N4|V+O|N1+O	اسم فامیل|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
50	قدرت	قدرت|قدر|قدر	قدرت	قدرت|قدر + ت|قدر + ت	N1|N1+O|A0+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|صفت + ضمیر ملکی دوم شخص مفرد	
51	السلاطین	السلاطین	السلاطین	السلاطین	O	_
52	العیسویه	العیسویه	العیسویه	العیسویه	O	_
53	کمال	کمال	کمال	کمال	N1	اسم	
54	محبت	محبت|محب	محبت	محبت|محب + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
55	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
56	دوستی	دوستی|دوست	دوست	دوستی|دوست + ی	N1|N1+O	اسم|اسم + ی	
57	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
58	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
59	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
60	میانه	میانه|میان|می|می	میانه	میانه|میان + ه|می + ان + ه|می + ان + ه	N1|N1+O|N1+O+O|N1+O+O	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه	
61	ما	ما	ما	ما	N5	ضمیر فاعلی	
62	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
63	طوایف	طوایف	طوایف	طوایف	N1	اسم	
64	مسیحیه	مسیحی	مسیحیه	مسیحی + ه	N1+O	اسم + ه	
65	یکانکی	یکان	یکانکی	یکان + ک + ی	N1+O+O	اسم + ک + ی	
66	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
67	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
68	اصلا	اصلاً	اصلا	اصلاً	Ad	قید	
69	جدایی	جدایی|جدا	جدایی	جدایی|جدا + یی	N1|A0+O	اسم|صفت + یی	
70	نیست	نیست|است|نی	نیست	نیست|نی + است|نی + ست	N1|V+O|N1+O	اسم|فعل مضارع ساده منفی+سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد	
71	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
72	توجه	توجه	توجه	توجه	N1	اسم	
73	خاطر	خاطر|خاطر	خاطر	خاطر|خاطر	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
74	اشرف	اشرف	اشرف	اشرف	N3	اسم خاص اشخاص	
75	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
76	آن	ان	آن	ان	Ab	اختصارات	
77	متعلق	متعلق	متعلق	متعلق	A0	صفت	
78	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
79	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
80	همیشه	همیشه	همیشه	همیشه	Ad	قید	
81	طوایف	طوایف	طوایف	طوایف	N1	اسم	
82	مسیحیه	مسیحی	مسیحیه	مسیحی + ه	N1+O	اسم + ه	
83	از	از	از	از	Pr	حرف اضافه	
84	اطراف	اطراف|اطراف	اطراف	اطراف|اطراف	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
85	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
86	جوانب	جانب	جوانب	جانب	O	اسم مفرد جمع مکسر	
87	بدین	بدین|دین|دین|بد	بدین	بدین|ب + دین|ب + دین|بد + ین	Pr|O+N1|O+N1|A0+O	حرف اضافه|ب + اسم|ب + اسم|صفت + ین	
88	دیار	دیار	دیار	دیار	N1	اسم	
89	آمدوشد	آمدوشد|آمد	آمدوشد	آمدوشد|آمد + وش + د	N1|V2+O+O	اسم|بن ماضی + وش + د	
90	نمایند	نما|نما|نما	نمود	نما + یند|نما + یند|نما + یند	V+O|V+O|N1+O	فعل مضارع ساده+سوم شخص جمع|فعل مضارع ساده+سوم شخص جمع|اسم + یند	
91	.	.	.	.	Si	علامت	

0	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
1	حال	حال	حال	حال	N1	اسم	
2	آنکه	آن‌که|آن‌که|آنکه|آنکه	آنکه	آن‌که|آن‌که|آنکه|آنکه	Ad|N5|Ad|N5	قید|ضمیر فاعلی|قید|ضمیر فاعلی	
3	آن	ان	آن	ان	Ab	اختصارات	
4	کودک	کودک|کود	کودک	کودک|کود + ک	N1|N1+O	اسم|اسم + ک	
5	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی + گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر	
6	مردی	مردی|مرد|مرد	مردی	مردی|مرد + ی|مرد + ی	N1|N1+O|V+O	اسم|اسم + ی|فعل ماضی ساده+دوم شخص مفرد	
7	شده‌است	شد	شده‌است	شد + ه + است	V+O	فعل ماضی نقلی+سوم شخص مفرد	
8	یا	یا|یا	یا	یا|یا	C0|Intj	حرف ربط|صوت	
9	زنی	زنی|زن|زن	زنی	زنی|زن + ی|زن + ی	N1|V+O|N1+O	اسم|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
10	؛	؛	؛	؛	Si	علامت	
11	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
12	زیباست	زیبا|زیب	زیباست	زیبا + ست|زیب + ا + ست	A0+O|O+O+O	صفت + ضمیر ملکی سوم شخص مفرد|ریشه مضارع + ا + ضمیر ملکی سوم شخص مفرد	
13	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
14	برومند	برومند|بر	برومند	برومند|بر + ومند	A0|N1+O	صفت|اسم + ومند	
15	؛	؛	؛	؛	Si	علامت	
16	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
17	لابد	لابد	لابد	لابد	Ad	قید	
18	شوهری	شوهری|شوهر	شوهر	شوهری|شوهر + ی	A0|N1+O	صفت|اسم + ی	
19	می‌خواهد	خواه|خواه	خواست	می + خواه + د|می + خواه + د	V+O|O+V5+O	فعل حال اخباری+سوم شخص مفرد|می + فعل کمکی + د	
20	یا	یا|یا	یا	یا|یا	C0|Intj	حرف ربط|صوت	
21	زنی	زنی|زن|زن	زنی	زنی|زن + ی|زن + ی	N1|V+O|N1+O	اسم|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
22	؛	؛	؛	؛	Si	علامت	
23	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
24	لابد	لابد	لابد	لابد	Ad	قید	
25	بچه‌ای	بچه|چه	بچه	بچه + ای|ب + چه + ای	N1+O|O+A0+O	اسم + ای|ب + صفت + ای	
26	خواهد‌داشت	داشت	خواهد‌داشت	خواهد + داشت	V+O	فعل آینده مثبت+سوم شخص مفرد	
27	و…	و…	و…	و…	O	_
28	این‌جوری	این‌جوری	این‌جوری	این‌جوری	A0	صفت	
29	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو + د|ب + ود	V+O|N1|V+O|V+O|O+N1	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد|ب + اسم	
30	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
31	فریادم	فریاد|فریاد	فریاد	فریاد + م|فریاد + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
32	از	از	از	از	Pr	حرف اضافه	
33	درون	درون|در|در	درون	درون|در + ون|در + ون	N1|N1+Pl|N1+Pl	اسم|اسم + علامت جمع|اسم + علامت جمع	
34	برخاست	برخاست	برخاست	برخاست	V+O	فعل ماضی ساده+سوم شخص مفرد	
35	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
36	مگر	مگر	مگر	مگر	Ad	قید	
37	دوام	دوام	دوام	دوام	N1	اسم	
38	خلقت	خلقت|خلق|خلق	خلقت	خلقت|خلق + ت|خلق + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
39	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	Pr|V|VPr|N1	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم	
40	زمینه‌ی	زمینه|زمین|زم	زمینه	زمینه + ی|زمین + ه + ی|زم + ین + ه + ی	N1+O|N1+O+O|N1+O+O+O	اسم + ی|اسم + ه + ی|اسم + ین + ه + ی	
41	لق	لق|لق	لق	لق|لق	V|A0	فعل امر مثبت|صفت	
42	حسرت‌های	حسرت	حسرت	حسرت + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
43	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
44	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
45	احمق	احمق	احمق	احمق	A0	صفت	
46	؟	؟	؟	؟	Si	علامت	

0	خیال	خیال	خیال	خیال	N1	اسم	
1	کرده‌ای	کرده|کرد|کرد	کرد	کرده + ای|کرد + ه + ای|کرد + ه + ای	N1+O|V+O|N1+O+O	اسم + ای|فعل ماضی نقلی+دوم شخص مفرد|اسم + ه + ای	
2	!	!	!	!	Si	علامت	

0	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
1	اصلا	اصلاً	اصلا	اصلاً	Ad	قید	
2	ببینم	بین|بین|بین	ببینم	ب + بین + م|ب + بین + م|ب + بین + م	V+O|O+A0+O|O+A0+V	فعل حال التزامی+اول شخص مفرد|ب + صفت + ضمیر ملکی اول شخص مفرد|ب + صفت + فعل اول شخص مفرد	
3	–	–	–	–	O	_
4	مگر	مگر	مگر	مگر	Ad	قید	
5	کدامیک	کدامیک	کدامیک	کدامیک	NA	ضمیر پرسشی	
6	از	از	از	از	Pr	حرف اضافه	
7	بچه‌های	بچه|چه	بچه	بچه + ها + ی|ب + چه + ها + ی	N1+Pl+O|O+A0+Pl+O	اسم + علامت جمع + ی|ب + صفت + علامت جمع + ی	
8	سرراهی	سرراهی	سرراهی	سرراهی	A0	صفت	
9	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
10	یتیم	یتیم	یتیم	یتیم	A0	صفت	
11	خانه‌ای	خانه|خان	خانه	خانه + ای|خان + ه + ای	N1+O|N1+O+O	اسم + ای|اسم + ه + ای	
12	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
13	پرورشگاهی	پرورشگاهی|پرورشگاه|پرورش|پرور|پر	پرورشگاه	پرورشگاهی|پرورشگاه + ی|پرورش + گاه + ی|پرور + ش + گاه + ی|پر + ور + ش + گاه + ی	A0|N1+O|N1+O+O|V1+O+O+O|V1+O+O+O+O	صفت|اسم + ی|اسم + گاه + ی|بن مضارع + ش + گاه + ی|بن مضارع + ور + ضمیر ملکی سوم شخص مفرد + گاه + ی	
14	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
15	دم	دم|دم|دم	دم	دم|دم|دم	V|N1|N1	فعل امر مثبت|اسم|اسم	
16	روح‌القدس	روح‌القدس	روح‌القدس	روح‌القدس	N1	اسم	
17	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
18	مشیمه‌ی	مشیمه	مشیمه‌ی	مشیمه + ی	N1+O	اسم + ی	
19	مادرشان	مادر	مادر	مادر + شان	N1+O	اسم + ضمیر ملکی سوم شخص جمع	
20	قرار	قرار|قرار	قرار	قرار|قرار	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
21	گرفته‌اند	گرفته|گرفت|گرفت	گرفت	گرفته + اند|گرفت + ه + اند|گرفت + ه + اند	A0+V|V+O|N1+O+V	صفت + فعل سوم شخص جمع|فعل ماضی نقلی+سوم شخص جمع|اسم + ه + فعل سوم شخص جمع	
22	؟	؟	؟	؟	Si	علامت	

0	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
1	مگر	مگر	مگر	مگر	Ad	قید	
2	چه	چه|چه|چه	چه	چه|چه|چه	NA|C0|A0	ضمیر پرسشی|حرف ربط|صفت	
3	فرقی	فرقه|فرق	فرق	فرقه + ی|فرق + ی	O+O|N1+O	اسم مفرد جمع مکسر + ی|اسم + ی	
4	هست	هست|هست		هست|هست	V+O|N1	فعل مضارع ساده+سوم شخص مفرد|اسم	
5	میان	میان|می|می	میان	میان|می + ان|می + ان	N1|N1+O|N1+O	اسم|اسم + ان|اسم + ان	
6	یک	یک	یک	یک	O	عدد حرفی	
7	پسر	پسر	پسر	پسر	N1	اسم	
8	کاکل‌زری	کاکل‌زری	کاکل‌زری	کاکل‌زری	A0	صفت	
9	فلان	فلان	فلان	فلان	A2	صفت مبهم	
10	شازده	شازده	شازده	شازده	N1	اسم	
11	با	با	با	با	Pr	حرف اضافه	
12	بچه‌ی	بچه|چه	بچه	بچه + ی|ب + چه + ی	N1+O|O+A0+O	اسم + ی|ب + صفت + ی	
13	فلان	فلان	فلان	فلان	A2	صفت مبهم	
14	میراب	میراب	میراب	میراب	N1	اسم	
15	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
16	چون	چون|چون	چون	چون|چون	C0|Pr	حرف ربط|حرف اضافه	
17	برای	برای|برا|بر	برای	برای|برا + ی|بر + ا + ی	Pr|A0+O|O+O+O	حرف اضافه|صفت + ی|ریشه مضارع + ا + ی	
18	بخورونمیر	بخورونمیر	بخورونمیر	بخورونمیر	A0	صفت	
19	خودش	خودش|خود	خودش	خودش|خود + ش	O|N1+O	ضمیر تاکیدی/انعکاسی|اسم + ضمیر ملکی سوم شخص مفرد	
