0	وی	وی|وی	وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات	
1	همشهری	همشهری|همشهر|شهری|شهر	همشهری	همشهری|همشهر + ی|هم + شهری|هم + شهر + ی	N1|A0+O|O+A0|O+N1+O	اسم|صفت + ی|هم + صفت|هم + اسم + ی	
2	،	،	،	،	Si	علامت	
3	تریبون‌های	تریبون	تریبون‌های	تریبون + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
4	سیاسی	سیاسی|سیاس	سیاسی	سیاسی|سیاس + ی	A0|A0+O	صفت|صفت + ی	
5	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
6	رسانه‌ای	رسانه‌ای|رسانه|رسان|رس	رسانه	رسانه‌ای|رسانه + ای|رسان + ه + ای|رس + ان + ه + ای	A0|N1+O|V1+O+O|N1+O+O+O	صفت|اسم + ای|بن مضارع + ه + ای|اسم + ان + ه + ای	
7	برخی	برخی|رخ|رخ	برخی	برخی|ب + رخ + ی|ب + رخ + ی	A2|O+N1+O|O+N1+O	صفت مبهم|ب + اسم + ی|ب + اسم + ی	
8	گروه‌های	گروه|گرو|گرو	گروه	گروه + ها + ی|گرو + ه + ها + ی|گرو + ه + ها + ی	N1+Pl+O|V1+O+Pl+O|N1+O+Pl+O	اسم + علامت جمع + ی|بن مضارع + ه + علامت جمع + ی|اسم + ه + علامت جمع + ی	
9	مخالف	مخالف	مخالف	مخالف	A0	صفت	
10	دولت	دولت|دول|دول	دولت	دولت|دول + ت|دول + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
11	،	،	،	،	Si	علامت	
12	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
13	محل	محل	محل	محل	N1	اسم	
14	اتهام‌زنی	اتهام زنی	اتهام‌زنی	اتهام زنی	O	_
15	علیه	علیه|علیه|علی	علیه	علیه|علیه|علی + ه	N1|N9|A0+O	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت + ه	
16	دولت	دولت|دول|دول	دولت	دولت|دول + ت|دول + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
17	درمورد	درمورد	درمورد	درمورد	Pr1	حرف اضافه گروهی	
18	افزایش	افزایش|افزا	افزایش	افزایش|افزا + ی + ش	N1|V+O	اسم|فعل مضارع ساده+سوم شخص مفرد	
19	قیمت	قیمت|قیم	قیمت	قیمت|قیم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
20	ارز	ارز|ارز	ارز	ارز|ارز	V|N1	فعل امر مثبت|اسم	
21	تبدیل	تبدیل	تبدیل	تبدیل	N1	اسم	
22	شده‌است	شد	شده‌است	شد + ه + است	V+O	فعل ماضی نقلی+سوم شخص مفرد	
22	.	.	.	.	Si	علامت	

0	درطول	درطول	درطول	درطول	Pr1	حرف اضافه گروهی	
1	چند	چند	چند	چند	NA	ضمیر پرسشی	
2	روز	روز	روز	روز	N1	اسم	
3	گذشته	گذشته|گذشت|گذشت	گذشته	گذشته|گذشت + ه|گذشت + ه	A0|O+O|N1+O	صفت|ریشه ماضی + ه|اسم + ه	
4	به‌ویژه	به‌ویژه|ویژه	به‌ویژه	به‌ویژه|به + ویژه	Ad|O+A0	قید|به + صفت	
5	بعد	بعد|بعد|بعد	بعد	بعد|بعد|بعد	A0|N1|N9	صفت|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
6	از	از	از	از	Pr	حرف اضافه	
7	تصویب	تصویب	تصویب	تصویب	N1	اسم	
8	قانون	قانون	قانون	قانون	N1	اسم	
9	CFT	CFT	CFT	CFT	O	کلمه انگلیسی	
10	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
11	مجلس	مجلس	مجلس	مجلس	N1	اسم	
12	،	،	،	،	Si	علامت	
13	برخی	برخی|رخ|رخ	برخی	برخی|ب + رخ + ی|ب + رخ + ی	A2|O+N1+O|O+N1+O	صفت مبهم|ب + اسم + ی|ب + اسم + ی	
14	رسانه‌ها	رسانه|رسان	رسانه	رسانه + ها|رسان + ه + ها	N1+Pl|V1+O+Pl	اسم + علامت جمع|بن مضارع + ه + علامت جمع	
15	وارد	وارد	وارد	وارد	N1	اسم	
16	کارزار	کارزار|کار	کارزار	کارزار|کار + زار	N1|N1+O	اسم|اسم + زار	
17	‌سیگنال‌دهی	سیگنال دهی	‌سیگنال‌دهی	سیگنال دهی	O	_
18	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
19	قیمت	قیمت|قیم	قیمت	قیمت|قیم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
20	ارز	ارز|ارز	ارز	ارز|ارز	V|N1	فعل امر مثبت|اسم	
21	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
22	بازار	بازار|ازار	بازار	بازار|ب + ازار	N1|O+N1	اسم|ب + اسم	
23	آزاد	آزاد	آزاد	آزاد	A0	صفت	
24	شده‌اند	شد	شد	شد + ه + اند	V+O	فعل ماضی نقلی+سوم شخص جمع	
25	.	.	.	.	Si	علامت	

0	آنها	آن‌ها|آن‌ها|آنها|آنها	آن	آن‌ها|آن‌ها|آنها|آنها	N5|N6|N5|N6	ضمیر فاعلی|ضمیر اشاره|ضمیر فاعلی|ضمیر اشاره	
1	عامل	عامل	عامل	عامل	N1	اسم	
2	اصلی	اصلی|اصل	اصل	اصلی|اصل + ی	A0|A0+O	صفت|صفت + ی	
3	افزایش	افزایش|افزا	افزایش	افزایش|افزا + ی + ش	N1|V+O	اسم|فعل مضارع ساده+سوم شخص مفرد	
4	قیمت	قیمت|قیم	قیمت	قیمت|قیم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
5	دلار	دلار	دلار	دلار	N1	اسم	
6	را	را	را	را	Po	حرف اضافه پسین	
7	دولت	دولت|دول|دول	دولت	دولت|دول + ت|دول + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	تصویب‌شدن	تصویب شدن	تصویب‌شدن	تصویب شدن	O	_
10	قانون	قانون	قانون	قانون	N1	اسم	
11	FATF	FATF	FATF	FATF	O	کلمه انگلیسی	
12	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
13	مجلس	مجلس	مجلس	مجلس	N1	اسم	
14	می‌دانند	دان	دانست	می + دان + ند	V+O	فعل حال اخباری+سوم شخص جمع	
15	.	.	.	.	Si	علامت	

0	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
1	روزهای	روز	روز	روز + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
2	اخیر	اخیر	اخیر	اخیر	A0	صفت	
3	خبرگزاری	خبرگزاری|خبرگزار	خبرگزاری	خبرگزاری|خبرگزار + ی	N1|N1+O	اسم|اسم + ی	
4	فارس	فارس	فارس	فارس	N1	اسم	
5	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
6	روزنامه	روزنامه	روزنامه	روزنامه	N1	اسم	
7	کیهان	کیهان	کیهان	کیهان	N1	اسم	
8	با	با	با	با	Pr	حرف اضافه	
9	تیترهایی	تیتر	تیتر	تیتر + ها + یی	N1+Pl+O	اسم + علامت جمع + یی	
10	جهت‌دار	جهت‌دار|جهت|جه|جه	جهت‌دار	جهت‌دار|جهت + دار|جه + ت + دار|جه + ت + دار	A0|N1+O|V1+O+O|N1+O+O	صفت|اسم + دار|بن مضارع + ضمیر ملکی دوم شخص مفرد + دار|اسم + ضمیر ملکی دوم شخص مفرد + دار	
11	،	،	،	،	Si	علامت	
12	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
13	شکلی	شکلی|شکل	شکل	شکلی|شکل + ی	A0|N1+O	صفت|اسم + ی	
14	آشکار	آش‌کار|آشکار|آشکار	آشکار	آش‌کار|آشکار|آشکار	N1|V|A0	اسم|فعل امر مثبت|صفت	
15	رشد	رشد	رشد	رشد	N1	اسم	
16	قیمت	قیمت|قیم	قیمت	قیمت|قیم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
17	دلار	دلار	دلار	دلار	N1	اسم	
18	را	را	را	را	Po	حرف اضافه پسین	
19	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
20	دولت	دولت|دول|دول	دولت	دولت|دول + ت|دول + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
21	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
22	تصویب	تصویب	تصویب	تصویب	N1	اسم	
23	FATF	FATF	FATF	FATF	O	کلمه انگلیسی	
24	نسبت‌داده‌اند	نسبت داده اند	نسبت‌داده‌اند	نسبت داده اند	O	_
25	.	.	.	.	Si	علامت	

0	خاشقجی	خاشقجی	خاشقجی	خاشقجی	O	_
1	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
2	سابقه	سابقه|سابق	سابقه	سابقه|سابق + ه	N1|A0+O	اسم|صفت + ه	
3	گفتگو	گفتگو	گفتگو	گفتگو	N1	اسم	
4	با	با	با	با	Pr	حرف اضافه	
5	بن‌لادن	بن‌لادن	بن‌لادن	بن‌لادن	N3	اسم خاص اشخاص	
6	را	را	را	را	Po	حرف اضافه پسین	
7	نیز	نیز|آز	نیز	نیز|نی + آز	Ad|V	قید|فعل امر منفی	
8	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
9	کارنامه	کارنامه	کارنامه	کارنامه	N1	اسم	
10	خود	خود|خود	خود	خود|خود	O|N1	ضمیر مشترک/متقابل|اسم	
11	دارد	دار|دار	داشت	دار + د|دار + د	V+O|V5+O	فعل مضارع ساده+سوم شخص مفرد|فعل کمکی + د	
12	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
13	پیش‌تر	پیشتر|پیش	پیش	پیشتر|پیش + تر	A0|A0+O	صفت|صفت + علامت صفت تفضیلی	
14	هم	هم|هم|هم	هم	هم|هم|هم	Ad|C0|O	قید|حرف ربط|ضمیر مشترک/متقابل	
15	مشاور	مشاور	مشاور	مشاور	N1	اسم	
16	دولت	دولت|دول|دول	دولت	دولت|دول + ت|دول + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
17	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان	
18	بوده	بود|بود|بود|ود	بوده	بود + ه|بود + ه|بود + ه|ب + ود + ه	O+O|N1+O|V3+O|O+N1+O	ریشه ماضی + ه|اسم + ه|فعل اسنادی + ه|ب + اسم + ه	
19	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
20	رابطه	رابطه|رابط	رابطه	رابطه|رابط + ه	N1|N1+O	اسم|اسم + ه	
21	بسیار	بسیار|بسیار|سیار|بس	بسیار	بسیار|بسیار|ب + سیار|بس + یار	A0|Ad|O+A0|A0+O	صفت|قید|ب + صفت|صفت + یار	
22	خوبی	خوبی|خوب	خوبی	خوبی|خوب + ی	N1|A0+O	اسم|صفت + ی	
23	با	با	با	با	Pr	حرف اضافه	
24	شاهزادگان	شاهزاده	شاهزادگان	شاهزاده + گان	N1+Pl	اسم + علامت جمع	
25	سعودی	سعودی|سعود	سعودی	سعودی|سعود + ی	A0|N1+O	صفت|اسم + ی	
26	علی‌الخصوص	علی‌الخصوص	علی‌الخصوص	علی‌الخصوص	Ad	قید	
27	محمدبن‌نایف	محمدبن نایف	محمدبن‌نایف	محمدبن نایف	O	_
28	ولیعهد	ولیعهد	ولیعهد	ولیعهد	N1	اسم	
29	برکنارشده	برکنارشده	برکنارشده	برکنارشده	A0	صفت	
30	سعودی	سعودی|سعود	سعودی	سعودی|سعود + ی	A0|N1+O	صفت|اسم + ی	
31	داشته‌است	داشت	داشته‌است	داشت + ه + است	V+O	فعل ماضی نقلی+سوم شخص مفرد	
32	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
33	سال	سال	سال	سال	N1	اسم	
34	2017	2017	۲۰۱۷	2017	Nu	عدد رقمی	
35	درپی	درپی	درپی	درپی	Pr1	حرف اضافه گروهی	
36	طرح	طرح	طرح	طرح	N1	اسم	
37	انتقادهایی	انتقاد	انتقاد	انتقاد + ها + یی	N1+Pl+O	اسم + علامت جمع + یی	
38	نسبت‌به	نسبت‌به	نسبت‌به	نسبت‌به	Pr1	حرف اضافه گروهی	
39	سیاست‌های	سیاست|سیاس	سیاست	سیاست + ها + ی|سیاس + ها + ی	N1+Pl+O|A0+Pl+O	اسم + علامت جمع + ی|صفت + علامت جمع + ی	
40	محمدبن‌سلمان	محمدبن سلمان	محمدبن‌سلمان	محمدبن سلمان	O	_
41	،	،	،	،	Si	علامت	
42	ولیعهد	ولیعهد	ولیعهد	ولیعهد	N1	اسم	
43	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان	
44	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
45	نیز	نیز|آز	نیز	نیز|نی + آز	Ad|V	قید|فعل امر منفی	
46	زیرسؤال‌بردن	زیرسوال بردن	زیرسؤال‌بردن	زیرسوال بردن	O	_
47	مداخله	مداخله	مداخله	مداخله	N1	اسم	
48	نظامی	نظامی|نظام	نظام	نظامی|نظام + ی	A0|N1+O	صفت|اسم + ی	
49	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان	
50	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
51	یمن	یمن|یمن	یمن	یمن|یمن	N2|N1	اسم خاص مکان|اسم	
52	،	،	،	،	Si	علامت	
53	از	از	از	از	Pr	حرف اضافه	
54	بیم	بیم	بیم	بیم	N1	اسم	
55	دستگیری	دستگیری|دستگیر	دستگیر	دستگیری|دستگیر + ی	N1|N1+O	اسم|اسم + ی	
56	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان	
57	را	را	را	را	Po	حرف اضافه پسین	
58	ترک‌کرد	ترک کرد	ترک‌کرد	ترک کرد	O	_
59	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
60	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
61	آمریکا	امریکا	آمریکا	امریکا	N2	اسم خاص مکان	
62	رفت	رفت|رفت|رف	رفت	رفت|رفت|رف + ت	V+O|V+O|N1+O	فعل ماضی ساده+سوم شخص مفرد|فعل ماضی ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
63	.	.	.	.	Si	علامت	

0	شب	شب	شب	شب	N1	اسم	
1	عید	عید	عید	عید	N1	اسم	
2	نوروز	نوروز|نوروز	نوروز	نوروز|نوروز	N1|N1	اسم|اسم	
3	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو + د|ب + ود	V+O|N1|V+O|V+O|O+N1	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد|ب + اسم	
4	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
5	موقع	موقع	موقع	موقع	N1	اسم	
6	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم	
7	رتبه	رتبه	رتبه	رتبه	N1	اسم	
8	.	.	.	.	Si	علامت	

0	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
1	اداره	اداره	اداره	اداره	N1	اسم	
2	با	با	با	با	Pr	حرف اضافه	
3	هم‌قطارها‌	قطار	هم‌قطارها‌	هم + قطار + ها	O+N1+Pl	هم + اسم + علامت جمع	
4	قرارومدار	قرارومدار	قرارومدار	قرارومدار	N1	اسم	
5	گذاشته‌بودیم	گذاشت|گذاشت	گذاشته‌بودیم	گذاشت + ه + بود + یم|گذاشت + ه + بود + ی + م	V+O|V+O	فعل ماضی بعید+اول شخص جمع|فعل ماضی بعید+اول شخص مفرد	
6	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
7	هرکس	هرکس	هرکس	هرکس	Ad	قید	
8	اول	اول	اول	اول	A0	صفت	
9	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم	
10	رتبه	رتبه	رتبه	رتبه	N1	اسم	
11	یافت	یافت	یافت	یافت	V+O	فعل ماضی ساده+سوم شخص مفرد	
12	،	،	،	،	Si	علامت	
13	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
14	عنوان	عنوان	عنوان	عنوان	N1	اسم	
15	ولیمه	ولیمه|ولی|ولی	ولیمه	ولیمه|ولی + م + ه|ولی + م + ه	N1|N1+O+O|N1+V	اسم|اسم + ضمیر ملکی اول شخص مفرد + ه|اسم + فعل اول شخص مفرد	
16	یک	یک	یک	یک	O	عدد حرفی	
17	مهمانی	مهمانی|مهمان	مهمان	مهمانی|مهمان + ی	N1|N1+O	اسم|اسم + ی	
18	دسته‌جمعی	دسته‌جمعی	دسته‌جمعی	دسته‌جمعی	A0	صفت	
19	کرده	کرده|کرد|کرد	کرده	کرده|کرد + ه|کرد + ه	N1|O+O|N1+O	اسم|ریشه ماضی + ه|اسم + ه	
20	،	،	،	،	Si	علامت	
21	کباب	کباب	کباب	کباب	N1	اسم	
22	غاز	غاز	غاز	غاز	N1	اسم	
23	صحیحی	صحیح	صحیح	صحیح + ی	A0+O	صفت + ی	
24	بدهد	ده	داد	ب + ده + د	V+O	فعل حال التزامی+سوم شخص مفرد	
25	دوستان	دوست	دوستان	دوست + ان	N1+O	اسم + ان	
26	نوش‌جان	نوش‌جان	نوش‌جان	نوش‌جان	Exp	عبارت	
27	نموده	نموده|نمود|نمود	نموده	نموده|نمود + ه|نمود + ه	A0|O+O|N1+O	صفت|ریشه ماضی + ه|اسم + ه	
28	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
29	عمر	عمر|عمر	عمر	عمر|عمر	N1|N3	اسم|اسم خاص اشخاص	
30	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
31	عزتش	عزت	عزت	عزت + ش	N1+O	اسم + ضمیر ملکی سوم شخص مفرد	
32	دعاکنند	دعاکنند	دعاکنند	دعاکنند	O	_
33	.	.	.	.	Si	علامت	

0	زد	زد|زد|زد	زد	زد|زد|زد	V+O|N1|Ab	فعل ماضی ساده+سوم شخص مفرد|اسم|اختصارات	
1	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
2	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم	
3	رتبه	رتبه	رتبه	رتبه	N1	اسم	
4	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
5	اسم	اسم|اس|اس	اسم	اسم|اس + م|اس + م	N1|N1+O|N1+V	اسم|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
6	من	من	من	من	N5	ضمیر فاعلی	
7	درآمد	درآمد|درآمد	درآمد	درآمد|درآمد	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
8	.	.	.	.	Si	علامت	

0	فوراً	فوراً	فورا	فوراً	Ad	قید	
1	مسأله‌ی	مساله	مسأله‌ی	مساله	O	_
2	مهمانی	مهمانی|مهمان	مهمان	مهمانی|مهمان + ی	N1|N1+O	اسم|اسم + ی	
3	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
4	قرار	قرار|قرار	قرار	قرار|قرار	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
5	با	با	با	با	Pr	حرف اضافه	
6	رفقا	رفقا	رفقا	رفقا	N1	اسم	
7	را	را	را	را	Po	حرف اضافه پسین	
8	با	با	با	با	Pr	حرف اضافه	
9	عیالم	عیال|عیال	عیال	عیال + م|عیال + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
10	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
11	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
12	تازگی	تازگی|تازه|تاز	تازگی	تازگی|تازه + گی|تاز + ه + گی	Ad|A0+O|V1+O+O	قید|صفت + گی|بن مضارع + ه + گی	
13	باهم	باهم|اهم|باه|باه|اه|اه	باهم	باهم|ب + اهم|باه + م|باه + م|ب + اه + م|ب + اه + م	Ad|O+A0|N1+O|N1+V|O+N1+O|O+N1+V	قید|ب + صفت|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|ب + اسم + ضمیر ملکی اول شخص مفرد|ب + اسم + فعل اول شخص مفرد	
14	‌عروسی‌	عروسی|عروس	‌عروسی‌	عروسی|عروس + ی	N1|N1+O	اسم|اسم + ی	
15	کرده‌بودیم	کرد|کرد	کرده‌بودیم	کرد + ه + بود + یم|کرد + ه + بود + ی + م	V+O|V+O	فعل ماضی بعید+اول شخص جمع|فعل ماضی بعید+اول شخص مفرد	
16	درمیان‌	درم	درمیان‌	درم + ی + ان	N1+O+O	اسم + ی + ان	
17	گذاشتم	گذاشت	گذاشت	گذاشت + م	V+O	فعل ماضی ساده+اول شخص مفرد	
18	.	.	.	.	Si	علامت	

0	گفت	گفت|گفت	گفت	گفت|گفت	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
1	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
2	شیرینی	شیرینی|شیرین|شیر	شیرینی	شیرینی|شیرین + ی|شیر + ین + ی	N1|A0+O|N1+O+O	اسم|صفت + ی|اسم + ین + ی	
3	عروسی	عروسی|عروس	عروس	عروسی|عروس + ی	N1|N1+O	اسم|اسم + ی	
4	هم	هم|هم|هم	هم	هم|هم|هم	Ad|C0|O	قید|حرف ربط|ضمیر مشترک/متقابل	
5	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
6	دوستانت	دوست	دوستان	دوست + ان + ت	N1+O+O	اسم + ان + ضمیر ملکی دوم شخص مفرد	
7	نداده‌ای	نداده|داد	داد	نداده + ای|ن + داد + ه + ای	A0+O|V+O	صفت + ای|فعل ماضی نقلی منفی+دوم شخص مفرد	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	باید	باید	باید	باید	V4	فعل وجه نما	
10	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
11	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
12	موقع	موقع	موقع	موقع	N1	اسم	
13	درست	درست|درس	درست	درست|درس + ت	A0|N1+O	صفت|اسم + ضمیر ملکی دوم شخص مفرد	
14	جلوشان	جلو	جلو	جلو + شان	A0+O	صفت + ضمیر ملکی سوم شخص جمع	
15	درآیی	درا|در|در|در	درآیی	درا + یی|در + ا + یی|در + ا + یی|در + ا + یی	V+O|O+O+O|N1+O+O|N1+O+O	فعل مضارع ساده+دوم شخص مفرد|ریشه مضارع + ا + یی|اسم + ا + یی|اسم + ا + یی	
16	.	.	.	.	Si	علامت	

0	ولی	ولی|ولی|ول|ول	ولی	ولی|ولی|ول + ی|ول + ی	C0|N1|A0+O|N1+O	حرف ربط|اسم|صفت + ی|اسم + ی	
1	چیزی	چیزی|چیز	چیز	چیزی|چیز + ی	Ad|N1+O	قید|اسم + ی	
2	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
3	هست	هست|هست		هست|هست	V+O|N1	فعل مضارع ساده+سوم شخص مفرد|اسم	
4	چون	چون|چون	چون	چون|چون	C0|Pr	حرف ربط|حرف اضافه	
5	ظرف	ظرف	ظرف	ظرف	N1	اسم	
6	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
7	کارد	کارد|کار	کارد	کارد|کار + د	N1|V+O	اسم|فعل مضارع ساده+سوم شخص مفرد	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	چنگال	چنگال	چنگال	چنگال	N1	اسم	
10	برای	برای|برا|بر	برای	برای|برا + ی|بر + ا + ی	Pr|A0+O|O+O+O	حرف اضافه|صفت + ی|ریشه مضارع + ا + ی	
11	دوازده	دوازده	دوازده	دوازده	O	عدد حرفی	
12	نفر	نفر	نفر	نفر	N1	اسم	
13	بیش‌تر	بیشتر|بیش	بیش	بیشتر|بیش + تر	A0|A0+O	صفت|صفت + علامت صفت تفضیلی	
14	نداریم	نداری|نداری|دار|دار|دار|دار|دار	داشت	نداری + م|نداری + م|ن + دار + یم|ن + دار + ی + م|ن + دار + یم|ن + دار + ی + م|ن + دار + ی + م	N1+O|N1+V|V+O|V+O|O+V5+V|O+V5+O+O|O+V5+O+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|فعل حال التزامی منفی+اول شخص جمع|فعل حال التزامی منفی+دوم شخص مفرد|ن + فعل کمکی + فعل اول شخص جمع|ن + فعل کمکی + ی + ضمیر ملکی اول شخص مفرد|ن + فعل کمکی + ی + فعل اول شخص مفرد	
15	یا	یا|یا	یا	یا|یا	C0|Intj	حرف ربط|صوت	
16	باید	باید	باید	باید	V4	فعل وجه نما	
17	باز	باز|باز|باز|باز|باز	باز	باز|باز|باز|باز|باز	V|A0|Ad|N1|VPr	فعل امر مثبت|صفت|قید|اسم|پیشوند فعل	
18	یک	یک	یک	یک	O	عدد حرفی	
19	دست	دست|دست	دست	دست|دست	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
20	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی + گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر	
21	خرید	خرید|خرید|خر|خر|خر	خرید	خرید|خرید|خر + ید|خر + ید|خر + ید	V+O|N1|V+O|N1+V|N1+V	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل مضارع ساده+دوم شخص جمع|اسم + فعل دوم شخص جمع|اسم + فعل دوم شخص جمع	
22	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
23	یا	یا|یا	یا	یا|یا	C0|Intj	حرف ربط|صوت	
24	باید	باید	باید	باید	V4	فعل وجه نما	
25	عده‌ی	عده|عده	عده	عده + ی|عده + ی	N1+O|N1+O	اسم + ی|اسم + ی	
